File Name;X;Y;Width;Height;TS Color;Shape;Class ID;Lightning;Image Source
'148.jpg';1358;537;26;39;Blue;'Rectangle';4;'Day Light';'Google Street View'
'149.jpg';1473;426;28;29;Red;'Red Circle';1;'Day Light';'Google Street View'
'15.jpg';647;425;26;23;Yellow;'Diamond';3;'Day Light';'Google Street View'
'150.jpg';677;480;22;21;Yellow;'Diamond';3;'Day Light';'Google Street View'
'151.jpg';1236;460;16;17;Red;'Red Circle';1;'Day Light';'Google Street View'
'152.jpg';1314;469;25;23;Red;'Red Circle';1;'Day Light';'Google Street View'
'153.jpg';1305;376;25;21;Red;'Red Circle';1;'Day Light';'Google Street View'
'154.jpg';1499;319;58;39;Red;'Red Circle';1;'Day Light';'Google Street View'
'155.jpg';800;399;31;30;Yellow;'Diamond';3;'Day Light';'Google Street View'
'156.jpg';497;400;44;35;Yellow;'Diamond';3;'Day Light';'Google Street View'
'156.jpg';504;451;34;26;Red;'Directive No';2;'Day Light';'Google Street View'
'156.jpg';800;497;24;25;Yellow;'Diamond';3;'Day Light';'Google Street View'
'157.jpg';347;349;65;47;Yellow;'Diamond';3;'Day Light';'Google Street View'
'16.jpg';615;446;15;14;Red;'Red Circle';1;'Day Light';'Google Street View'
'16.jpg';847;441;12;12;Red;'Red Circle';1;'Day Light';'Google Street View'
'17.jpg';621;330;20;18;Blue;'Blue Circle';5;'Day Light';'Google Street View'
'18.jpg';584;421;26;25;Blue;'Blue Circle';5;'Day Light';'Google Street View'
'19.jpg';1176;434;16;15;Yellow;'Diamond';3;'Day Light';'Google Street View'
'19.jpg';895;443;15;15;Yellow;'Diamond';3;'Day Light';'Google Street View'
'2.jpg';574;440;24;20;Red;'Directive No';2;'Day Light';'Google Street View'
'2.jpg';882;457;15;16;Red;'Directive No';2;'Day Light';'Google Street View'
'20.jpg';1527;345;46;47;Red;'No Entry';8;'Day Light';'Google Street View'
'20.jpg';730;384;19;16;Yellow;'Diamond';3;'Day Light';'Google Street View'
'20.jpg';816;400;11;10;Yellow;'Diamond';3;'Day Light';'Google Street View'
'21.jpg';635;375;51;46;Yellow;'Diamond';3;'Day Light';'Google Street View'
'21.jpg';825;420;14;13;Yellow;'Diamond';3;'Day Light';'Google Street View'
'22.jpg';1050;417;24;25;Yellow;'Diamond';3;'Day Light';'Google Street View'
'23.jpg';653;410;16;15;Red;'Red Circle';1;'Day Light';'Google Street View'
'24.jpg';539;433;28;25;Red;'Red Circle';1;'Day Light';'Google Street View'
'25.jpg';632;444;17;14;Blue;'Blue Circle';5;'Day Light';'Google Street View'
'26.jpg';1098;419;19;38;Red;'No Entry';8;'Day Light';'Google Street View'
'26.jpg';788;445;9;8;Yellow;'Diamond';3;'Day Light';'Google Street View'
'26.jpg';804;465;5;4;Blue;'Blue Circle';5;'Day Light';'Google Street View'
'27.jpg';631;526;21;18;Blue;'Blue Circle';5;'Day Light';'Google Street View'
'27.jpg';595;462;31;27;Yellow;'Diamond';3;'Day Light';'Google Street View'
'28.jpg';350;391;69;55;Yellow;'Diamond';3;'Day Light';'Google Street View'
'28.jpg';366;523;55;43;Blue;'Blue Circle';5;'Day Light';'Google Street View'
'28.jpg';1399;377;94;96;Red;'No Entry';8;'Day Light';'Google Street View'
'29.jpg';645;457;21;19;Yellow;'Diamond';3;'Day Light';'Google Street View'
'29.jpg';967;447;14;15;Yellow;'Diamond';3;'Day Light';'Google Street View'
'3.jpg';761;449;11;9;Yellow;'Diamond';3;'Day Light';'Google Street View'
'30.jpg';576;490;33;32;Yellow;'Diamond';3;'Day Light';'Google Street View'
'30.jpg';1070;473;22;24;Yellow;'Diamond';3;'Day Light';'Google Street View'
'31.jpg';572;470;30;28;Red;'Red Circle';1;'Day Light';'Google Street View'
'31.jpg';995;463;21;20;Red;'Red Circle';1;'Day Light';'Google Street View'
'32.jpg';354;459;60;55;Red;'Red Circle';1;'Day Light';'Google Street View'
'32.jpg';1197;445;38;41;Red;'Red Circle';1;'Day Light';'Google Street View'
'33.jpg';835;507;9;9;Red;'Red Circle';1;'Day Light';'Google Street View'
'34.jpg';573;490;22;18;Red;'Red Circle';1;'Day Light';'Google Street View'
'35.jpg';365;420;39;33;Red;'Red Circle';1;'Day Light';'Google Street View'
'36.jpg';741;367;19;18;Yellow;'Diamond';3;'Day Light';'Google Street View'
'37.jpg';624;415;34;32;Yellow;'Diamond';3;'Day Light';'Google Street View'
'38.jpg';651;454;20;18;Yellow;'Diamond';3;'Day Light';'Google Street View'
'39.jpg';810;470;15;15;Yellow;'Diamond';3;'Day Light';'Google Street View'
'39.jpg';1095;452;15;16;Yellow;'Diamond';3;'Day Light';'Google Street View'
'4.jpg';818;260;17;18;Red;'Red Circle';1;'Day Light';'Google Street View'
'40.jpg';597;487;41;40;Yellow;'Diamond';3;'Day Light';'Google Street View'
'40.jpg';1244;442;38;38;Yellow;'Diamond';3;'Day Light';'Google Street View'
'40.jpg';833;458;15;15;Red;'Red Circle';1;'Day Light';'Google Street View'
'40.jpg';1051;448;15;15;Red;'Red Circle';1;'Day Light';'Google Street View'
'41.jpg';624;448;36;38;Red;'Red Circle';1;'Day Light';'Google Street View'
'41.jpg';1183;425;34;34;Red;'Red Circle';1;'Day Light';'Google Street View'
'42.jpg';449;419;50;58;Red;'Red Circle';1;'Day Light';'Google Street View'
'42.jpg';1291;388;44;51;Red;'Red Circle';1;'Day Light';'Google Street View'
'43.jpg';666;420;23;21;Yellow;'Diamond';3;'Day Light';'Google Street View'
'44.jpg';482;414;44;39;Yellow;'Diamond';3;'Day Light';'Google Street View'
'45.jpg';482;370;58;56;Yellow;'Diamond';3;'Day Light';'Google Street View'
'46.jpg';699;400;32;28;Yellow;'Diamond';3;'Day Light';'Google Street View'
'47.jpg';564;388;44;42;Yellow;'Diamond';3;'Day Light';'Google Street View'
'48.jpg';699;440;22;20;Yellow;'Diamond';3;'Day Light';'Google Street View'
'49.jpg';611;411;24;21;Yellow;'Diamond';3;'Day Light';'Google Street View'
'5.jpg';580;436;19;16;Yellow;'Diamond';3;'Day Light';'Google Street View'
'5.jpg';882;415;13;14;Yellow;'Diamond';3;'Day Light';'Google Street View'
'50.jpg';495;415;49;37;Yellow;'Diamond';3;'Day Light';'Google Street View'
'51.jpg';683;450;14;14;Red;'Red Circle';1;'Day Light';'Google Street View'
'51.jpg';895;444;13;13;Red;'Red Circle';1;'Day Light';'Google Street View'
'52.jpg';591;432;26;23;Red;'Red Circle';1;'Day Light';'Google Street View'
'52.jpg';968;421;22;23;Red;'Red Circle';1;'Day Light';'Google Street View'
'53.jpg';434;435;45;42;Red;'Red Circle';1;'Day Light';'Google Street View'
'53.jpg';1076;419;32;34;Red;'Red Circle';1;'Day Light';'Google Street View'
'54.jpg';901;302;32;32;Red;'Red Circle';1;'Day Light';'Google Street View'
'55.jpg';705;443;20;20;Red;'Red Circle';1;'Day Light';'Google Street View'
'56.jpg';989;338;20;20;Yellow;'Diamond';3;'Day Light';'Google Street View'
'57.jpg';636;391;51;48;Yellow;'Diamond';3;'Day Light';'Google Street View'
'58.jpg';841;435;20;20;Yellow;'Diamond';3;'Day Light';'Google Street View'
'59.jpg';605;466;38;38;Yellow;'Diamond';3;'Day Light';'Google Street View'
'6.jpg';437;304;39;37;Red;'Red Circle';1;'Day Light';'Google Street View'
'6.jpg';915;296;24;25;Red;'Red Circle';1;'Day Light';'Google Street View'
'60.jpg';529;405;41;38;Yellow;'Diamond';3;'Day Light';'Google Street View'
'61.jpg';715;461;16;15;Yellow;'Diamond';3;'Day Light';'Google Street View'
'62.jpg';782;464;26;26;Yellow;'Diamond';3;'Day Light';'Google Street View'
'63.jpg';650;416;58;57;Yellow;'Diamond';3;'Day Light';'Google Street View'
'64.jpg';985;530;15;14;Red;'Red Circle';1;'Day Light';'Google Street View'
'65.jpg';1236;524;22;22;Red;'Red Circle';1;'Day Light';'Google Street View'
'66.jpg';1767;468;87;75;Red;'Red Circle';1;'Day Light';'Google Street View'
'67.jpg';514;469;67;51;Yellow;'Diamond';3;'Day Light';'Google Street View'
'68.jpg';698;526;28;24;Yellow;'Diamond';3;'Day Light';'Google Street View'
'69.jpg';758;442;19;19;Red;'Red Circle';1;'Day Light';'Google Street View'
'70.jpg';549;437;33;32;Red;'Red Circle';1;'Day Light';'Google Street View'
'71.jpg';184;476;84;71;Red;'Octagon';10;'Day Light';'Google Street View'
'72.jpg';515;493;42;48;Yellow;'Diamond';3;'Day Light';'Google Street View'
'72.jpg';1291;503;61;66;Yellow;'Diamond';3;'Day Light';'Google Street View'
'73.jpg';999;412;32;34;Yellow;'Diamond';3;'Day Light';'Google Street View'
'73.jpg';998;450;33;33;Yellow;'Diamond';3;'Day Light';'Google Street View'
'73.jpg';748;442;11;15;Blue;'Rectangle';4;'Day Light';'Google Street View'
'73.jpg';819;436;9;8;Yellow;'Diamond';3;'Day Light';'Google Street View'
'74.jpg';542;528;33;32;Yellow;'Diamond';3;'Day Light';'Google Street View'
'75.jpg';1000;453;27;41;Blue;'Rectangle';4;'Day Light';'Google Street View'
'75.jpg';943;499;21;21;Yellow;'Diamond';3;'Day Light';'Google Street View'
'75.jpg';945;481;17;17;Red;'Red Circle';1;'Day Light';'Google Street View'
'76.jpg';1387;280;110;184;Blue;'Rectangle';4;'Day Light';'Google Street View'
'76.jpg';995;415;31;30;Red;'Red Circle';1;'Day Light';'Google Street View'
'76.jpg';991;446;39;37;Yellow;'Diamond';3;'Day Light';'Google Street View'
'77.jpg';950;441;19;19;Yellow;'Diamond';3;'Day Light';'Google Street View'
'78.jpg';882;483;29;27;Yellow;'Diamond';3;'Day Light';'Google Street View'
'79.jpg';847;494;37;36;Yellow;'Diamond';3;'Day Light';'Google Street View'
'8.jpg';979;516;13;13;Yellow;'Diamond';3;'Day Light';'Google Street View'
'80.jpg';664;511;25;25;Red;'Red Circle';1;'Day Light';'Google Street View'
'81.jpg';1295;483;41;42;Red;'Red Circle';1;'Day Light';'Google Street View'
'82.jpg';975;343;32;31;Red;'Red Circle';1;'Day Light';'Google Street View'
'83.jpg';721;534;25;26;Red;'Red Circle';1;'Day Light';'Google Street View'
'83.jpg';1257;518;29;26;Red;'Red Circle';1;'Day Light';'Google Street View'
'84.jpg';1109;544;17;16;Red;'Red Circle';1;'Day Light';'Google Street View'
'85.jpg';1332;466;37;38;Red;'Red Circle';1;'Day Light';'Google Street View'
'86.jpg';747;530;25;24;Yellow;'Diamond';3;'Day Light';'Google Street View'
'87.jpg';650;519;36;34;Yellow;'Diamond';3;'Day Light';'Google Street View'
'88.jpg';479;592;26;21;Yellow;'Diamond';3;'Day Light';'Google Street View'
'88.jpg';517;572;18;15;Yellow;'Diamond';3;'Day Light';'Google Street View'
'88.jpg';518;552;19;17;Yellow;'Diamond';3;'Day Light';'Google Street View'
'88.jpg';601;534;15;12;Yellow;'Diamond';3;'Day Light';'Google Street View'
'88.jpg';425;544;15;12;Yellow;'Diamond';3;'Day Light';'Google Street View'
'89.jpg';148;572;32;22;Yellow;'Diamond';3;'Day Light';'Google Street View'
'89.jpg';524;555;24;20;Yellow;'Diamond';3;'Day Light';'Google Street View'
'89.jpg';791;567;16;15;Red;'Red Circle';1;'Day Light';'Google Street View'
'9.jpg';495;380;46;41;Yellow;'Diamond';3;'Day Light';'Google Street View'
'90.jpg';1571;447;74;90;Red;'Red Circle';1;'Day Light';'Google Street View'
'90.jpg';657;479;39;36;Yellow;'Diamond';3;'Day Light';'Google Street View'
'91.jpg';257;382;118;101;Yellow;'Diamond';3;'Day Light';'Google Street View'
'91.jpg';459;492;17;15;Yellow;'Diamond';3;'Day Light';'Google Street View'
'92.jpg';584;429;24;24;Red;'Red Circle';1;'Day Light';'Google Street View'
'92.jpg';919;270;32;32;Red;'Regulatory No';7;'Day Light';'Google Street View'
'93.jpg';380;316;41;55;Blue;'Rectangle';4;'Day Light';'Google Street View'
'93.jpg';757;422;23;21;Red;'Red Circle';1;'Day Light';'Google Street View'
'94.jpg';500;367;64;63;Red;'Red Circle';1;'Day Light';'Google Street View'
'95.jpg';748;479;21;20;Yellow;'Diamond';3;'Day Light';'Google Street View'
'96.jpg';622;500;40;38;Yellow;'Diamond';3;'Day Light';'Google Street View'
'97.jpg';888;549;12;12;Yellow;'Diamond';3;'Day Light';'Google Street View'
'98.jpg';745;446;30;28;Yellow;'Diamond';3;'Day Light';'Google Street View'
'99.jpg';448;391;76;65;Yellow;'Diamond';3;'Day Light';'Google Street View'
'DSC-0101.jpg';1073;1062;83;83;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0102.jpg';382;988;76;90;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0102.jpg';372;1082;80;89;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0102.jpg';1352;1079;36;35;Red;'Flip Triangle';6;'Day Light';'Mobile Phone Camera'
'DSC-0102.jpg';1518;1002;59;52;Red;'Flip Triangle';6;'Day Light';'Mobile Phone Camera'
'DSC-0106.jpg';1089;1273;54;52;Yellow;'Pentagon';9;'Day Light';'Mobile Phone Camera'
'DSC-0106.jpg';1540;1268;46;44;Yellow;'Pentagon';9;'Day Light';'Mobile Phone Camera'
'DSC-0106.jpg';1627;1275;60;59;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0106.jpg';1626;1336;61;61;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0106.jpg';1513;1133;36;36;Red;'Red Circle';1;'Day Light';'Mobile Phone Camera'
'DSC-0107.jpg';1026;769;66;66;Red;'Red Circle';1;'Day Light';'Mobile Phone Camera'
'DSC-0107.jpg';970;924;147;147;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0107.jpg';962;1081;146;143;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0108.jpg';2826;1090;92;90;Red;'Red Circle';1;'Day Light';'Mobile Phone Camera'
'DSC-0108.jpg';1840;1251;34;40;Blue;'Blue Circle';5;'Day Light';'Mobile Phone Camera'
'DSC-0108.jpg';1765;1323;45;41;Blue;'Blue Circle';5;'Day Light';'Mobile Phone Camera'
'DSC-0109.jpg';813;1184;208;177;Blue;'Blue Circle';5;'Day Light';'Mobile Phone Camera'
'DSC-0109.jpg';1383;1008;105;114;Blue;'Blue Circle';5;'Day Light';'Mobile Phone Camera'
'DSC-0109.jpg';1951;1175;31;32;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0109.jpg';2474;1241;71;69;Blue;'Blue Circle';5;'Day Light';'Mobile Phone Camera'
'DSC-0119.jpg';1067;1116;68;64;Red;'Directive No';2;'Day Light';'Mobile Phone Camera'
'DSC-0120.jpg';1585;1035;24;26;Red;'Directive No';2;'Day Light';'Mobile Phone Camera'
'DSC-0122.jpg';1275;1107;37;36;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0122.jpg';1330;1108;39;35;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0123.jpg';1170;1026;59;54;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0123.jpg';1049;1016;55;54;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0124.jpg';484;874;135;125;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0124.jpg';1042;949;108;105;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0125.jpg';1375;985;47;47;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0126.jpg';1171;1175;100;98;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0129.jpg';1413;1153;78;77;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0129.jpg';1617;1191;26;26;Red;'Regulatory No';7;'Day Light';'Mobile Phone Camera'
'DSC-0129.jpg';1624;1214;28;29;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0130.jpg';808;989;174;162;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0130.jpg';1417;1151;41;42;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0130.jpg';1387;1116;39;39;Red;'Regulatory No';7;'Day Light';'Mobile Phone Camera'
'DSC-0134.jpg';2542;987;50;45;Red;'Flip Triangle';6;'Day Light';'Mobile Phone Camera'
'DSC-0134.jpg';1897;1083;54;56;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0134.jpg';1894;1022;55;56;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0135.jpg';2054;829;107;104;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0135.jpg';2062;937;100;107;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0137.jpg';1472;1049;31;31;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0138.jpg';1377;979;46;46;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0139.jpg';815;830;122;112;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0140.jpg';1573;926;55;55;Yellow;'Pentagon';9;'Day Light';'Mobile Phone Camera'
'DSC-0142.jpg';1667;1127;17;16;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0142.jpg';1667;1107;18;18;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0142.jpg';2035;1036;53;54;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0142.jpg';2039;987;40;40;Blue;'Blue Circle';5;'Day Light';'Mobile Phone Camera'
'DSC-0143.jpg';2620;765;66;63;Blue;'Blue Circle';5;'Day Light';'Mobile Phone Camera'
'DSC-0143.jpg';2608;841;88;83;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0143.jpg';1760;922;34;31;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0144.jpg';1352;970;43;42;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0144.jpg';1721;982;22;21;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0144.jpg';2769;658;174;173;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0144.jpg';2779;503;130;127;Blue;'Blue Circle';5;'Day Light';'Mobile Phone Camera'
'DSC-0145.jpg';1394;865;55;55;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0145.jpg';1870;907;26;26;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0145.jpg';1869;935;26;26;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0145.jpg';2022;838;18;18;Red;'Red Circle';1;'Day Light';'Mobile Phone Camera'
'DSC-0146.jpg';1960;815;29;29;Red;'Red Circle';1;'Day Light';'Mobile Phone Camera'
'DSC-0146.jpg';1707;896;46;46;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0146.jpg';1706;946;46;46;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0147.jpg';1371;869;81;81;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0147.jpg';1369;778;82;82;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0147.jpg';1794;689;41;40;Red;'Red Circle';1;'Day Light';'Mobile Phone Camera'
'DSC-0147.jpg';1532;895;26;33;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0148.jpg';1513;1077;48;46;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0148.jpg';412;792;299;276;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0148.jpg';442;499;303;269;Yellow;'Diamond';3;'Day Light';'Mobile Phone Camera'
'DSC-0148.jpg';1914;768;65;63;Red;'Red Circle';1;'Day Light';'Mobile Phone Camera'
