File Name;Sign Type;Sign Group;Sign Class;TS Class;Class ID;Lightning;Image Source
'124_1.jpg';'RP';5;5;'RP',5,5;11;'Day Light';'Google Street View'
'124_2.jpg';'RP';5;5;'RP',5,5;11;'Day Light';'Google Street View'
'124_3.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Google Street View'
'125_1.jpg';'RP';11;1;'RP',11,1;30;'Day Light';'Google Street View'
'125_2.jpg';'WD';31;1;'WD',31,1;60;'Day Light';'Google Street View'
'126_1.jpg';'WD';31;1;'WD',31,1;60;'Day Light';'Google Street View'
'127_1.jpg';'WD';7;1;'WD',7,1;37;'Day Light';'Google Street View'
'128_1.jpg';'WD';27;6;'WD',27,6;55;'Day Light';'Google Street View'
'129_1.jpg';'WD';27;6;'WD',27,6;55;'Day Light';'Google Street View'
'13_1.jpg';'WD';6;1;'WD',6,1;36;'Day Light';'Google Street View'
'130_1.jpg';'WD';7;2;'WD',7,2;38;'Day Light';'Google Street View'
'130_2.jpg';'WD';15;1;'WD',15,1;44;'Day Light';'Google Street View'
'131_1.jpg';'WD';7;1;'WD',7,1;37;'Day Light';'Google Street View'
'131_2.jpg';'RP';8;1;'RP',8,1;27;'Day Light';'Google Street View'
'132_1.jpg';'RP';4;1;'RP',4,1;10;'Day Light';'Google Street View'
'133_1.jpg';'WD';15;1;'WD',15,1;44;'Day Light';'Google Street View'
'134_1.jpg';'WD';15;1;'WD',15,1;44;'Day Light';'Google Street View'
'134_2.jpg';'WD';7;2;'WD',7,2;38;'Day Light';'Google Street View'
'134_3.jpg';'RP';10;1;'RP',10,1;29;'Day Light';'Google Street View'
'135_1.jpg';'WD';15;2;'WD',15,2;45;'Day Light';'Google Street View'
'135_2.jpg';'RP';7;30;'RP',7,30;19;'Day Light';'Google Street View'
'136_1.jpg';'WD';15;1;'WD',15,1;44;'Day Light';'Google Street View'
'136_2.jpg';'WD';7;1;'WD',7,1;37;'Day Light';'Google Street View'
'137_1.jpg';'WD';15;1;'WD',15,1;44;'Day Light';'Google Street View'
'138_1.jpg';'T';1;1;'T',1,1;34;'Day Light';'Google Street View'
'138_2.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Google Street View'
'138_3.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Google Street View'
'138_4.jpg';'RP';6;5;'RP',6,5;16;'Day Light';'Google Street View'
'139_1.jpg';'RP';6;5;'RP',6,5;16;'Day Light';'Google Street View'
'139_2.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Google Street View'
'139_3.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Google Street View'
'14_1.jpg';'WD';6;1;'WD',6,1;36;'Day Light';'Google Street View'
'140_1.jpg';'WD';28;2;'WD',28,2;57;'Day Light';'Google Street View'
'140_50.jpg';'T';1;1;'T',1,1;34;'Day Light';'Google Street View'
'141_1.jpg';'WD';28;2;'WD',28,2;57;'Day Light';'Google Street View'
'141_2.jpg';'T';1;1;'T',1,1;34;'Day Light';'Google Street View'
'142_1.jpg';'RM';1;5;'RM',1,5;2;'Day Light';'Google Street View'
'142_2.jpg';'RM';1;6;'RM',1,6;3;'Day Light';'Google Street View'
'143_1.jpg';'RM';1;6;'RM',1,6;3;'Day Light';'Google Street View'
'143_2.jpg';'RM';1;5;'RM',1,5;2;'Day Light';'Google Street View'
'144_1.jpg';'RP';13;1;'RP',13,1;31;'Day Light';'Google Street View'
'145_1.jpg';'WD';21;1;'WD',21,1;47;'Day Light';'Google Street View'
'146_1.jpg';'WD';22;1;'WD',22,1;48;'Day Light';'Google Street View'
'146_2.jpg';'RP';6;5;'RP',6,5;16;'Day Light';'Google Street View'
'147_1.jpg';'GI';9;1;'GI',9,1;1;'Day Light';'Google Street View'
'148_1.jpg';'GI';9;1;'GI',9,1;1;'Day Light';'Google Street View'
'149_1.jpg';'RP';7;80;'RP',7,80;24;'Day Light';'Google Street View'
'15_1.jpg';'WD';5;1;'WD',5,1;35;'Day Light';'Google Street View'
'150_1.jpg';'WD';22;1;'WD',22,1;48;'Day Light';'Google Street View'
'151_1.jpg';'RP';7;80;'RP',7,80;24;'Day Light';'Google Street View'
'152_1.jpg';'RP';7;80;'RP',7,80;24;'Day Light';'Google Street View'
'153_1.jpg';'RP';7;80;'RP',7,80;24;'Day Light';'Google Street View'
'154_1.jpg';'RP';7;80;'RP',7,80;24;'Day Light';'Google Street View'
'155_1.jpg';'WD';31;1;'WD',31,1;60;'Day Light';'Google Street View'
'156_1.jpg';'WD';15;1;'WD',15,1;44;'Day Light';'Google Street View'
'156_2.jpg';'RP';10;1;'RP',10,1;29;'Day Light';'Google Street View'
'156_3.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Google Street View'
'157_1.jpg';'WD';22;1;'WD',22,1;48;'Day Light';'Google Street View'
'16_1.jpg';'RP';7;110;'RP',7,110;26;'Day Light';'Google Street View'
'16_2.jpg';'RP';7;110;'RP',7,110;26;'Day Light';'Google Street View'
'17_1.jpg';'RM';1;6;'RM',1,6;3;'Day Light';'Google Street View'
'18_1.jpg';'RM';1;6;'RM',1,6;3;'Day Light';'Google Street View'
'19_1.jpg';'T';1;1;'T',1,1;34;'Day Light';'Google Street View'
'19_2.jpg';'T';1;1;'T',1,1;34;'Day Light';'Google Street View'
'2_1.jpg';'RP';8;3;'RP',8,3;28;'Day Light';'Google Street View'
'2_2.jpg';'RP';8;3;'RP',8,3;28;'Day Light';'Google Street View'
'20_1.jpg';'RP';4;1;'RP',4,1;10;'Day Light';'Google Street View'
'20_2.jpg';'WD';10;2;'WD',10,2;40;'Day Light';'Google Street View'
'20_3.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Google Street View'
'21_1.jpg';'WD';10;2;'WD',10,2;40;'Day Light';'Google Street View'
'21_2.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Google Street View'
'22_1.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Google Street View'
'23_1.jpg';'RP';7;60;'RP',7,60;22;'Day Light';'Google Street View'
'24_1.jpg';'RP';7;60;'RP',7,60;22;'Day Light';'Google Street View'
'25_1.jpg';'RM';1;5;'RM',1,5;2;'Day Light';'Google Street View'
'26_1.jpg';'RP';4;1;'RP',4,1;10;'Day Light';'Google Street View'
'26_2.jpg';'WD';5;1;'WD',5,1;35;'Day Light';'Google Street View'
'26_3.jpg';'RM';1;5;'RM',1,5;2;'Day Light';'Google Street View'
'27_1.jpg';'RM';1;5;'RM',1,5;2;'Day Light';'Google Street View'
'27_2.jpg';'WD';5;1;'WD',5,1;35;'Day Light';'Google Street View'
'28_1.jpg';'WD';5;1;'WD',5,1;35;'Day Light';'Google Street View'
'28_2.jpg';'RM';1;5;'RM',1,5;2;'Day Light';'Google Street View'
'28_3.jpg';'RP';4;1;'RP',4,1;10;'Day Light';'Google Street View'
'29_1.jpg';'WD';16;1;'WD',16,1;46;'Day Light';'Google Street View'
'29_2.jpg';'WD';16;1;'WD',16,1;46;'Day Light';'Google Street View'
'3_1.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Google Street View'
'30_1.jpg';'WD';16;1;'WD',16,1;46;'Day Light';'Google Street View'
'30_2.jpg';'WD';16;1;'WD',16,1;46;'Day Light';'Google Street View'
'31_1.jpg';'RP';7;110;'RP',7,110;26;'Day Light';'Google Street View'
'31_2.jpg';'RP';7;110;'RP',7,110;26;'Day Light';'Google Street View'
'32_1.jpg';'RP';7;110;'RP',7,110;26;'Day Light';'Google Street View'
'32_2.jpg';'RP';7;110;'RP',7,110;26;'Day Light';'Google Street View'
'33_1.jpg';'RP';7;110;'RP',7,110;26;'Day Light';'Google Street View'
'34_1.jpg';'RP';7;110;'RP',7,110;26;'Day Light';'Google Street View'
'35_1.jpg';'RP';7;110;'RP',7,110;26;'Day Light';'Google Street View'
'36_1.jpg';'WD';5;1;'WD',5,1;35;'Day Light';'Google Street View'
'37_1.jpg';'WD';5;1;'WD',5,1;35;'Day Light';'Google Street View'
'38_1.jpg';'WD';5;1;'WD',5,1;35;'Day Light';'Google Street View'
'39_1.jpg';'T';1;1;'T',1,1;34;'Day Light';'Google Street View'
'39_2.jpg';'T';1;1;'T',1,1;34;'Day Light';'Google Street View'
'4_1.jpg';'RP';6;5;'RP',6,5;16;'Day Light';'Google Street View'
'40_1.jpg';'T';1;1;'T',1,1;34;'Day Light';'Google Street View'
'40_2.jpg';'T';1;1;'T',1,1;34;'Day Light';'Google Street View'
'40_3.jpg';'RP';7;110;'RP',7,110;26;'Day Light';'Google Street View'
'40_4.jpg';'RP';7;110;'RP',7,110;26;'Day Light';'Google Street View'
'41_1.jpg';'RP';7;110;'RP',7,110;26;'Day Light';'Google Street View'
'41_2.jpg';'RP';7;110;'RP',7,110;26;'Day Light';'Google Street View'
'42_1.jpg';'RP';7;110;'RP',7,110;26;'Day Light';'Google Street View'
'42_2.jpg';'RP';7;110;'RP',7,110;26;'Day Light';'Google Street View'
'43_1.jpg';'WD';16;1;'WD',16,1;46;'Day Light';'Google Street View'
'44_1.jpg';'WD';16;1;'WD',16,1;46;'Day Light';'Google Street View'
'45_1.jpg';'WD';6;1;'WD',6,1;36;'Day Light';'Google Street View'
'46_1.jpg';'WD';6;1;'WD',6,1;36;'Day Light';'Google Street View'
'47_1.jpg';'WD';30;1;'WD',30,1;59;'Day Light';'Google Street View'
'48_1.jpg';'WD';30;1;'WD',30,1;59;'Day Light';'Google Street View'
'49_1.jpg';'WD';6;1;'WD',6,1;36;'Day Light';'Google Street View'
'5_1.jpg';'T';1;1;'T',1,1;34;'Day Light';'Google Street View'
'5_2.jpg';'T';1;1;'T',1,1;34;'Day Light';'Google Street View'
'50_1.jpg';'WD';6;1;'WD',6,1;36;'Day Light';'Google Street View'
'51_1.jpg';'RP';7;110;'RP',7,110;26;'Day Light';'Google Street View'
'51_2.jpg';'RP';7;110;'RP',7,110;26;'Day Light';'Google Street View'
'52_1.jpg';'RP';7;110;'RP',7,110;26;'Day Light';'Google Street View'
'52_2.jpg';'RP';7;110;'RP',7,110;26;'Day Light';'Google Street View'
'53_1.jpg';'RP';7;110;'RP',7,110;26;'Day Light';'Google Street View'
'53_2.jpg';'RP';7;110;'RP',7,110;26;'Day Light';'Google Street View'
'54_1.jpg';'RP';6;5;'RP',6,5;16;'Day Light';'Google Street View'
'55_1.jpg';'RP';7;60;'RP',7,60;22;'Day Light';'Google Street View'
'56_1.jpg';'WD';35;1;'WD',35,1;61;'Day Light';'Google Street View'
'57_1.jpg';'WD';35;1;'WD',35,1;61;'Day Light';'Google Street View'
'58_1.jpg';'WD';35;1;'WD',35,1;61;'Day Light';'Google Street View'
'59_1.jpg';'WD';35;1;'WD',35,1;61;'Day Light';'Google Street View'
'6_1.jpg';'RP';7;110;'RP',7,110;26;'Day Light';'Google Street View'
'6_2.jpg';'RP';7;110;'RP',7,110;26;'Day Light';'Google Street View'
'60_1.jpg';'WD';16;1;'WD',16,1;46;'Day Light';'Google Street View'
'61_1.jpg';'WD';16;1;'WD',16,1;46;'Day Light';'Google Street View'
'62_1.jpg';'WD';35;1;'WD',35,1;61;'Day Light';'Google Street View'
'63_1.jpg';'WD';35;1;'WD',35,1;61;'Day Light';'Google Street View'
'64_1.jpg';'RP';7;60;'RP',7,60;22;'Day Light';'Google Street View'
'65_1.jpg';'RP';7;60;'RP',7,60;22;'Day Light';'Google Street View'
'66_1.jpg';'RP';7;60;'RP',7,60;22;'Day Light';'Google Street View'
'67_1.jpg';'WD';13;1;'WD',13,1;41;'Day Light';'Google Street View'
'68_1.jpg';'WD';13;1;'WD',13,1;41;'Day Light';'Google Street View'
'69_1.jpg';'RP';7;30;'RP',7,30;19;'Day Light';'Google Street View'
'70_1.jpg';'RP';7;30;'RP',7,30;19;'Day Light';'Google Street View'
'71_1.jpg';'RP';1;1;'RP',1,1;6;'Day Light';'Google Street View'
'72_1.jpg';'WD';37;1;'WD',37,1;63;'Day Light';'Google Street View'
'72_2.jpg';'WD';38;1;'WD',38,1;64;'Day Light';'Google Street View'
'73_1.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Google Street View'
'73_2.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Google Street View'
'73_3.jpg';'GI';9;1;'GI',9,1;1;'Day Light';'Google Street View'
'73_4.jpg';'WD';22;1;'WD',22,1;48;'Day Light';'Google Street View'
'74_1.jpg';'WD';22;1;'WD',22,1;48;'Day Light';'Google Street View'
'75_1.jpg';'GI';9;1;'GI',9,1;1;'Day Light';'Google Street View'
'75_2.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Google Street View'
'75_3.jpg';'RP';6;3;'RP',6,3;14;'Day Light';'Google Street View'
'76_1.jpg';'GI';9;1;'GI',9,1;1;'Day Light';'Google Street View'
'76_2.jpg';'RP';6;3;'RP',6,3;14;'Day Light';'Google Street View'
'76_3.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Google Street View'
'77_1.jpg';'WD';28;2;'WD',28,2;57;'Day Light';'Google Street View'
'78_1.jpg';'WD';28;2;'WD',28,2;57;'Day Light';'Google Street View'
'79_1.jpg';'WD';28;2;'WD',28,2;57;'Day Light';'Google Street View'
'8_1.jpg';'WD';16;1;'WD',16,1;46;'Day Light';'Google Street View'
'80_1.jpg';'RP';7;80;'RP',7,80;24;'Day Light';'Google Street View'
'81_1.jpg';'RP';7;80;'RP',7,80;24;'Day Light';'Google Street View'
'82_1.jpg';'RP';6;5;'RP',6,5;16;'Day Light';'Google Street View'
'83_1.jpg';'RP';7;80;'RP',7,80;24;'Day Light';'Google Street View'
'83_2.jpg';'RP';7;80;'RP',7,80;24;'Day Light';'Google Street View'
'84_1.jpg';'RP';7;80;'RP',7,80;24;'Day Light';'Google Street View'
'85_1.jpg';'RP';7;80;'RP',7,80;24;'Day Light';'Google Street View'
'86_1.jpg';'WD';28;2;'WD',28,2;57;'Day Light';'Google Street View'
'87_1.jpg';'WD';28;2;'WD',28,2;57;'Day Light';'Google Street View'
'88_1.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Google Street View'
'88_2.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Google Street View'
'88_3.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Google Street View'
'88_4.jpg';'WD';5;1;'WD',5,1;35;'Day Light';'Google Street View'
'88_5.jpg';'WD';16;1;'WD',16,1;46;'Day Light';'Google Street View'
'89_1.jpg';'WD';16;1;'WD',16,1;46;'Day Light';'Google Street View'
'89_2.jpg';'WD';5;1;'WD',5,1;35;'Day Light';'Google Street View'
'89_3.jpg';'RP';7;80;'RP',7,80;24;'Day Light';'Google Street View'
'9_1.jpg';'WD';6;1;'WD',6,1;36;'Day Light';'Google Street View'
'90_1.jpg';'RP';7;80;'RP',7,80;24;'Day Light';'Google Street View'
'90_2.jpg';'WD';5;1;'WD',5,1;35;'Day Light';'Google Street View'
'91_1.jpg';'WD';5;1;'WD',5,1;35;'Day Light';'Google Street View'
'91_2.jpg';'WD';22;1;'WD',22,1;48;'Day Light';'Google Street View'
'92_1.jpg';'RP';6;5;'RP',6,5;16;'Day Light';'Google Street View'
'92_2.jpg';'RP';11;1;'RP',11,1;30;'Day Light';'Google Street View'
'93_1.jpg';'GI';9;1;'GI',9,1;1;'Day Light';'Google Street View'
'93_2.jpg';'RP';7;60;'RP',7,60;22;'Day Light';'Google Street View'
'94_1.jpg';'RP';7;60;'RP',7,60;22;'Day Light';'Google Street View'
'95_1.jpg';'WD';28;2;'WD',28,2;57;'Day Light';'Google Street View'
'96_1.jpg';'WD';28;2;'WD',28,2;57;'Day Light';'Google Street View'
'97_1.jpg';'WD';27;3;'WD',27,3;53;'Day Light';'Google Street View'
'98_1.jpg';'WD';27;3;'WD',27,3;53;'Day Light';'Google Street View'
'99_1.jpg';'WD';27;3;'WD',27,3;53;'Day Light';'Google Street View'
'DSC-0101_1.jpg';'WD';7;1;'WD',7,1;37;'Day Light';'Mobile Phone Camera'
'DSC-0102_1.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Mobile Phone Camera'
'DSC-0102_2.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Mobile Phone Camera'
'DSC-0102_3.jpg';'RP';13;1;'RP',13,1;31;'Day Light';'Mobile Phone Camera'
'DSC-0102_4.jpg';'RP';13;1;'RP',13,1;31;'Day Light';'Mobile Phone Camera'
'DSC-0106_1.jpg';'WD';14;2;'WD',14,2;43;'Day Light';'Mobile Phone Camera'
'DSC-0106_2.jpg';'WD';14;2;'WD',14,2;43;'Day Light';'Mobile Phone Camera'
'DSC-0106_3.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Mobile Phone Camera'
'DSC-0106_4.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Mobile Phone Camera'
'DSC-0106_5.jpg';'RP';6;5;'RP',6,5;16;'Day Light';'Mobile Phone Camera'
'DSC-0107_1.jpg';'RP';6;5;'RP',6,5;16;'Day Light';'Mobile Phone Camera'
'DSC-0107_2.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Mobile Phone Camera'
'DSC-0107_3.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Mobile Phone Camera'
'DSC-0108_1.jpg';'RP';7;40;'RP',7,40;20;'Day Light';'Mobile Phone Camera'
'DSC-0108_2.jpg';'RM';1;5;'RM',1,5;2;'Day Light';'Mobile Phone Camera'
'DSC-0108_3.jpg';'RM';1;5;'RM',1,5;2;'Day Light';'Mobile Phone Camera'
'DSC-0109_1.jpg';'RM';1;5;'RM',1,5;2;'Day Light';'Mobile Phone Camera'
'DSC-0109_2.jpg';'RM';1;5;'RM',1,5;2;'Day Light';'Mobile Phone Camera'
'DSC-0109_3.jpg';'WD';7;1;'WD',7,1;37;'Day Light';'Mobile Phone Camera'
'DSC-0109_4.jpg';'RM';1;6;'RM',1,6;3;'Day Light';'Mobile Phone Camera'
'DSC-0119_1.jpg';'RP';17;1;'RP',17,1;33;'Day Light';'Mobile Phone Camera'
'DSC-0120_1.jpg';'RP';17;1;'RP',17,1;33;'Day Light';'Mobile Phone Camera'
'DSC-0122_1.jpg';'WD';27;2;'WD',27,2;52;'Day Light';'Mobile Phone Camera'
'DSC-0122_2.jpg';'WD';22;1;'WD',22,1;48;'Day Light';'Mobile Phone Camera'
'DSC-0123_1.jpg';'WD';22;1;'WD',22,1;48;'Day Light';'Mobile Phone Camera'
'DSC-0123_2.jpg';'WD';27;2;'WD',27,2;52;'Day Light';'Mobile Phone Camera'
'DSC-0124_1.jpg';'WD';27;2;'WD',27,2;52;'Day Light';'Mobile Phone Camera'
'DSC-0124_2.jpg';'WD';22;1;'WD',22,1;48;'Day Light';'Mobile Phone Camera'
'DSC-0125_1.jpg';'WD';15;1;'WD',15,1;44;'Day Light';'Mobile Phone Camera'
'DSC-0126_1.jpg';'WD';15;1;'WD',15,1;44;'Day Light';'Mobile Phone Camera'
'DSC-0129_1.jpg';'WD';7;2;'WD',7,2;38;'Day Light';'Mobile Phone Camera'
'DSC-0129_2.jpg';'RP';11;1;'RP',11,1;30;'Day Light';'Mobile Phone Camera'
'DSC-0129_3.jpg';'WD';7;1;'WD',7,1;37;'Day Light';'Mobile Phone Camera'
'DSC-0130_1.jpg';'WD';7;2;'WD',7,2;38;'Day Light';'Mobile Phone Camera'
'DSC-0130_2.jpg';'WD';7;1;'WD',7,1;37;'Day Light';'Mobile Phone Camera'
'DSC-0130_3.jpg';'RP';11;1;'RP',11,1;30;'Day Light';'Mobile Phone Camera'
'DSC-0134_1.jpg';'RP';13;1;'RP',13,1;31;'Day Light';'Mobile Phone Camera'
'DSC-0134_2.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Mobile Phone Camera'
'DSC-0134_3.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Mobile Phone Camera'
'DSC-0135_1.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Mobile Phone Camera'
'DSC-0135_2.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Mobile Phone Camera'
'DSC-0137_1.jpg';'WD';27;2;'WD',27,2;52;'Day Light';'Mobile Phone Camera'
'DSC-0138_1.jpg';'WD';27;2;'WD',27,2;52;'Day Light';'Mobile Phone Camera'
'DSC-0139_1.jpg';'WD';27;2;'WD',27,2;52;'Day Light';'Mobile Phone Camera'
'DSC-0140_1.jpg';'WD';15;2;'WD',15,2;45;'Day Light';'Mobile Phone Camera'
'DSC-0142_1.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Mobile Phone Camera'
'DSC-0142_2.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Mobile Phone Camera'
'DSC-0142_3.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Mobile Phone Camera'
'DSC-0142_4.jpg';'RM';1;6;'RM',1,6;3;'Day Light';'Mobile Phone Camera'
'DSC-0143_1.jpg';'RM';1;6;'RM',1,6;3;'Day Light';'Mobile Phone Camera'
'DSC-0143_2.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Mobile Phone Camera'
'DSC-0143_3.jpg';'WD';15;1;'WD',15,1;44;'Day Light';'Mobile Phone Camera'
'DSC-0144_1.jpg';'WD';15;1;'WD',15,1;44;'Day Light';'Mobile Phone Camera'
'DSC-0144_2.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Mobile Phone Camera'
'DSC-0144_3.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Mobile Phone Camera'
'DSC-0144_4.jpg';'RM';1;6;'RM',1,6;3;'Day Light';'Mobile Phone Camera'
'DSC-0145_1.jpg';'WD';15;1;'WD',15,1;44;'Day Light';'Mobile Phone Camera'
'DSC-0145_2.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Mobile Phone Camera'
'DSC-0145_3.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Mobile Phone Camera'
'DSC-0145_4.jpg';'RP';6;5;'RP',6,5;16;'Day Light';'Mobile Phone Camera'
'DSC-0146_1.jpg';'RP';6;5;'RP',6,5;16;'Day Light';'Mobile Phone Camera'
'DSC-0146_2.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Mobile Phone Camera'
'DSC-0146_3.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Mobile Phone Camera'
'DSC-0147_1.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Mobile Phone Camera'
'DSC-0147_2.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Mobile Phone Camera'
'DSC-0147_3.jpg';'RP';6;5;'RP',6,5;16;'Day Light';'Mobile Phone Camera'
'DSC-0147_4.jpg';'WD';15;1;'WD',15,1;44;'Day Light';'Mobile Phone Camera'
'DSC-0148_1.jpg';'WD';15;1;'WD',15,1;44;'Day Light';'Mobile Phone Camera'
'DSC-0148_2.jpg';'WD';36;1;'WD',36,1;62;'Day Light';'Mobile Phone Camera'
'DSC-0148_3.jpg';'WD';23;1;'WD',23,1;49;'Day Light';'Mobile Phone Camera'
'DSC-0148_4.jpg';'RP';6;5;'RP',6,5;16;'Day Light';'Mobile Phone Camera'
'DSC-0150_1.jpg';'WD';27;6;'WD',27,6;55;'Day Light';'Mobile Phone Camera'
'DSC-0151_1.jpg';'WD';27;6;'WD',27,6;55;'Day Light';'Mobile Phone Camera'
'DSC-0152_1.jpg';'WD';15;2;'WD',15,2;45;'Day Light';'Mobile Phone Camera'
'DSC-0152_2.jpg';'GI';9;1;'GI',9,1;1;'Day Light';'Mobile Phone Camera'
'DSC-0153_1.jpg';'GI';9;1;'GI',9,1;1;'Day Light';'Mobile Phone Camera'
'DSC-0153_2.jpg';'WD';15;2;'WD',15,2;45;'Day Light';'Mobile Phone Camera'
'DSC-0325_1.jpg';'WD';6;1;'WD',6,1;36;'Day Light';'Mobile Phone Camera'
'DSC-0326_1.jpg';'WD';30;1;'WD',30,1;59;'Day Light';'Mobile Phone Camera'
'DSC-0328_1.jpg';'WD';30;1;'WD',30,1;59;'Day Light';'Mobile Phone Camera'
