File Name;X;Y;Width;Height;Sign Type;Sign Group;Sign Class;TS Class;Class ID;TS Color;Shape;Shape ID;Lightning;Image Source
'125.jpg';601;389;46;49;'RP';11;1;'RP',11,1;30;Red;'Regulatory No';7;'Day Light';'Google Street View'
'125.jpg';729;361;31;29;'WD';31;1;'WD',31,1;60;Yellow;'Diamond';3;'Day Light';'Google Street View'
'126.jpg';492;341;94;81;'WD';31;1;'WD',31,1;60;Yellow;'Diamond';3;'Day Light';'Google Street View'
'127.jpg';766;330;21;21;'WD';7;1;'WD',7,1;37;Yellow;'Diamond';3;'Day Light';'Google Street View'
'128.jpg';728;319;33;33;'WD';27;6;'WD',27,6;55;Yellow;'Diamond';3;'Day Light';'Google Street View'
'129.jpg';471;282;67;67;'WD';27;6;'WD',27,6;55;Yellow;'Diamond';3;'Day Light';'Google Street View'
'13.jpg';642;438;35;31;'WD';6;1;'WD',6,1;36;Yellow;'Diamond';3;'Day Light';'Google Street View'
'130.jpg';497;460;85;86;'WD';7;2;'WD',7,2;38;Yellow;'Diamond';3;'Day Light';'Google Street View'
'130.jpg';571;424;91;82;'WD';15;1;'WD',15,1;44;Yellow;'Diamond';3;'Day Light';'Google Street View'
'131.jpg';709;379;65;79;'WD';7;1;'WD',7,1;37;Yellow;'Diamond';3;'Day Light';'Google Street View'
'131.jpg';836;194;56;59;'RP';8;1;'RP',8,1;27;Red;'Regulatory No';7;'Day Light';'Google Street View'
'132.jpg';1488;321;51;41;'RP';4;1;'RP',4,1;10;Red;'No Entry';8;'Day Light';'Google Street View'
'133.jpg';595;402;33;30;'WD';15;1;'WD',15,1;44;Yellow;'Diamond';3;'Day Light';'Google Street View'
'134.jpg';447;247;78;70;'WD';15;1;'WD',15,1;44;Yellow;'Diamond';3;'Day Light';'Google Street View'
'134.jpg';1192;246;30;29;'WD';7;2;'WD',7,2;38;Yellow;'Diamond';3;'Day Light';'Google Street View'
'134.jpg';730;277;16;22;'RP';10;1;'RP',10,1;29;Red;'Directive No';2;'Day Light';'Google Street View'
'135.jpg';301;253;72;65;'WD';15;2;'WD',15,2;45;Yellow;'Pentagon';9;'Day Light';'Google Street View'
'135.jpg';312;332;71;58;'RP';7;30;'RP',7,30;19;Red;'Red Circle';1;'Day Light';'Google Street View'
'136.jpg';570;411;44;39;'WD';15;1;'WD',15,1;44;Yellow;'Diamond';3;'Day Light';'Google Street View'
'136.jpg';718;411;21;20;'WD';7;1;'WD',7,1;37;Yellow;'Diamond';3;'Day Light';'Google Street View'
'137.jpg';654;403;37;35;'WD';15;1;'WD',15,1;44;Yellow;'Diamond';3;'Day Light';'Google Street View'
'138.jpg';1351;588;64;68;'T';1;1;'T',1,1;34;Yellow;'Diamond';3;'Day Light';'Google Street View'
'138.jpg';1294;486;51;51;'WD';23;1;'WD',23,1;49;Yellow;'Diamond';3;'Day Light';'Google Street View'
'138.jpg';1294;543;51;52;'WD';36;1;'WD',36,1;62;Yellow;'Diamond';3;'Day Light';'Google Street View'
'138.jpg';1164;309;30;30;'RP';6;5;'RP',6,5;16;Red;'Red Circle';1;'Day Light';'Google Street View'
'139.jpg';791;276;35;33;'RP';6;5;'RP',6,5;16;Red;'Red Circle';1;'Day Light';'Google Street View'
'139.jpg';780;501;51;48;'WD';36;1;'WD',36,1;62;Yellow;'Diamond';3;'Day Light';'Google Street View'
'139.jpg';778;446;53;49;'WD';23;1;'WD',23,1;49;Yellow;'Diamond';3;'Day Light';'Google Street View'
'14.jpg';626;389;32;33;'WD';6;1;'WD',6,1;36;Yellow;'Diamond';3;'Day Light';'Google Street View'
'140.jpg';743;491;23;23;'WD';28;2;'WD',28,2;57;Yellow;'Diamond';3;'Day Light';'Google Street View'
'140.jpg';1093;515;17;21;'T';1;1;'T',1,1;34;Yellow;'Diamond';3;'Day Light';'Google Street View'
'141.jpg';370;472;50;56;'WD';28;2;'WD',28,2;57;Yellow;'Diamond';3;'Day Light';'Google Street View'
'141.jpg';1140;516;51;54;'T';1;1;'T',1,1;34;Yellow;'Diamond';3;'Day Light';'Google Street View'
'142.jpg';636;333;36;34;'RM';1;5;'RM',1,5;2;Blue;'Blue Circle';5;'Day Light';'Google Street View'
'142.jpg';1172;310;24;20;'RM';1;6;'RM',1,6;3;Blue;'Blue Circle';5;'Day Light';'Google Street View'
'143.jpg';1268;492;31;29;'RM';1;6;'RM',1,6;3;Blue;'Blue Circle';5;'Day Light';'Google Street View'
'143.jpg';152;619;107;94;'RM';1;5;'RM',1,5;2;Blue;'Blue Circle';5;'Day Light';'Google Street View'
'144.jpg';1293;405;39;35;'RP';13;1;'RP',13,1;31;Red;'Flip Triangle';6;'Day Light';'Google Street View'
'145.jpg';717;440;35;34;'WD';21;1;'WD',21,1;47;Yellow;'Diamond';3;'Day Light';'Google Street View'
'146.jpg';1558;490;69;61;'WD';22;1;'WD',22,1;48;Yellow;'Diamond';3;'Day Light';'Google Street View'
'146.jpg';1033;289;32;29;'RP';6;5;'RP',6,5;16;Red;'Red Circle';1;'Day Light';'Google Street View'
'147.jpg';1210;551;15;23;'GI';9;1;'GI',9,1;1;Blue;'Rectangle';4;'Day Light';'Google Street View'
'148.jpg';1358;537;26;39;'GI';9;1;'GI',9,1;1;Blue;'Rectangle';4;'Day Light';'Google Street View'
'149.jpg';1473;426;28;29;'RP';7;80;'RP',7,80;24;Red;'Red Circle';1;'Day Light';'Google Street View'
'15.jpg';647;425;26;23;'WD';5;1;'WD',5,1;35;Yellow;'Diamond';3;'Day Light';'Google Street View'
'150.jpg';677;480;22;21;'WD';22;1;'WD',22,1;48;Yellow;'Diamond';3;'Day Light';'Google Street View'
'151.jpg';1236;460;16;17;'RP';7;80;'RP',7,80;24;Red;'Red Circle';1;'Day Light';'Google Street View'
'152.jpg';1314;469;25;23;'RP';7;80;'RP',7,80;24;Red;'Red Circle';1;'Day Light';'Google Street View'
'153.jpg';1305;376;25;21;'RP';7;80;'RP',7,80;24;Red;'Red Circle';1;'Day Light';'Google Street View'
'154.jpg';1499;319;58;39;'RP';7;80;'RP',7,80;24;Red;'Red Circle';1;'Day Light';'Google Street View'
'155.jpg';800;399;31;30;'WD';31;1;'WD',31,1;60;Yellow;'Diamond';3;'Day Light';'Google Street View'
'156.jpg';497;400;44;35;'WD';15;1;'WD',15,1;44;Yellow;'Diamond';3;'Day Light';'Google Street View'
'156.jpg';504;451;34;26;'RP';10;1;'RP',10,1;29;Red;'Directive No';2;'Day Light';'Google Street View'
'156.jpg';800;497;24;25;'WD';36;1;'WD',36,1;62;Yellow;'Diamond';3;'Day Light';'Google Street View'
'157.jpg';347;349;65;47;'WD';22;1;'WD',22,1;48;Yellow;'Diamond';3;'Day Light';'Google Street View'
'16.jpg';615;446;15;14;'RP';7;110;'RP',7,110;26;Red;'Red Circle';1;'Day Light';'Google Street View'
'16.jpg';847;441;12;12;'RP';7;110;'RP',7,110;26;Red;'Red Circle';1;'Day Light';'Google Street View'
'17.jpg';621;330;20;18;'RM';1;6;'RM',1,6;3;Blue;'Blue Circle';5;'Day Light';'Google Street View'
'18.jpg';584;421;26;25;'RM';1;6;'RM',1,6;3;Blue;'Blue Circle';5;'Day Light';'Google Street View'
'19.jpg';1176;434;16;15;'T';1;1;'T',1,1;34;Yellow;'Diamond';3;'Day Light';'Google Street View'
'19.jpg';895;443;15;15;'T';1;1;'T',1,1;34;Yellow;'Diamond';3;'Day Light';'Google Street View'
'2.jpg';574;440;24;20;'RP';8;3;'RP',8,3;28;Red;'Directive No';2;'Day Light';'Google Street View'
'2.jpg';882;457;15;16;'RP';8;3;'RP',8,3;28;Red;'Directive No';2;'Day Light';'Google Street View'
'20.jpg';1527;345;46;47;'RP';4;1;'RP',4,1;10;Red;'No Entry';8;'Day Light';'Google Street View'
'20.jpg';730;384;19;16;'WD';10;2;'WD',10,2;40;Yellow;'Diamond';3;'Day Light';'Google Street View'
'20.jpg';816;400;11;10;'WD';36;1;'WD',36,1;62;Yellow;'Diamond';3;'Day Light';'Google Street View'
'21.jpg';635;375;51;46;'WD';10;2;'WD',10,2;40;Yellow;'Diamond';3;'Day Light';'Google Street View'
'21.jpg';825;420;14;13;'WD';36;1;'WD',36,1;62;Yellow;'Diamond';3;'Day Light';'Google Street View'
'22.jpg';1050;417;24;25;'WD';36;1;'WD',36,1;62;Yellow;'Diamond';3;'Day Light';'Google Street View'
'23.jpg';653;410;16;15;'RP';7;60;'RP',7,60;22;Red;'Red Circle';1;'Day Light';'Google Street View'
'24.jpg';539;433;28;25;'RP';7;60;'RP',7,60;22;Red;'Red Circle';1;'Day Light';'Google Street View'
'25.jpg';632;444;17;14;'RM';1;5;'RM',1,5;2;Blue;'Blue Circle';5;'Day Light';'Google Street View'
'26.jpg';1098;419;19;38;'RP';4;1;'RP',4,1;10;Red;'No Entry';8;'Day Light';'Google Street View'
'26.jpg';788;445;9;8;'WD';5;1;'WD',5,1;35;Yellow;'Diamond';3;'Day Light';'Google Street View'
'26.jpg';804;465;5;4;'RM';1;5;'RM',1,5;2;Blue;'Blue Circle';5;'Day Light';'Google Street View'
'27.jpg';631;526;21;18;'RM';1;5;'RM',1,5;2;Blue;'Blue Circle';5;'Day Light';'Google Street View'
'27.jpg';595;462;31;27;'WD';5;1;'WD',5,1;35;Yellow;'Diamond';3;'Day Light';'Google Street View'
'28.jpg';350;391;69;55;'WD';5;1;'WD',5,1;35;Yellow;'Diamond';3;'Day Light';'Google Street View'
'28.jpg';366;523;55;43;'RM';1;5;'RM',1,5;2;Blue;'Blue Circle';5;'Day Light';'Google Street View'
'28.jpg';1399;377;94;96;'RP';4;1;'RP',4,1;10;Red;'No Entry';8;'Day Light';'Google Street View'
'29.jpg';645;457;21;19;'WD';16;1;'WD',16,1;46;Yellow;'Diamond';3;'Day Light';'Google Street View'
'29.jpg';967;447;14;15;'WD';16;1;'WD',16,1;46;Yellow;'Diamond';3;'Day Light';'Google Street View'
'3.jpg';761;449;11;9;'WD';36;1;'WD',36,1;62;Yellow;'Diamond';3;'Day Light';'Google Street View'
'30.jpg';576;490;33;32;'WD';16;1;'WD',16,1;46;Yellow;'Diamond';3;'Day Light';'Google Street View'
'30.jpg';1070;473;22;24;'WD';16;1;'WD',16,1;46;Yellow;'Diamond';3;'Day Light';'Google Street View'
'31.jpg';572;470;30;28;'RP';7;110;'RP',7,110;26;Red;'Red Circle';1;'Day Light';'Google Street View'
'31.jpg';995;463;21;20;'RP';7;110;'RP',7,110;26;Red;'Red Circle';1;'Day Light';'Google Street View'
'32.jpg';354;459;60;55;'RP';7;110;'RP',7,110;26;Red;'Red Circle';1;'Day Light';'Google Street View'
'32.jpg';1197;445;38;41;'RP';7;110;'RP',7,110;26;Red;'Red Circle';1;'Day Light';'Google Street View'
'33.jpg';835;507;9;9;'RP';7;110;'RP',7,110;26;Red;'Red Circle';1;'Day Light';'Google Street View'
'34.jpg';573;490;22;18;'RP';7;110;'RP',7,110;26;Red;'Red Circle';1;'Day Light';'Google Street View'
'35.jpg';365;420;39;33;'RP';7;110;'RP',7,110;26;Red;'Red Circle';1;'Day Light';'Google Street View'
'36.jpg';741;367;19;18;'WD';5;1;'WD',5,1;35;Yellow;'Diamond';3;'Day Light';'Google Street View'
'37.jpg';624;415;34;32;'WD';5;1;'WD',5,1;35;Yellow;'Diamond';3;'Day Light';'Google Street View'
'38.jpg';651;454;20;18;'WD';5;1;'WD',5,1;35;Yellow;'Diamond';3;'Day Light';'Google Street View'
'39.jpg';810;470;15;15;'T';1;1;'T',1,1;34;Yellow;'Diamond';3;'Day Light';'Google Street View'
'39.jpg';1095;452;15;16;'T';1;1;'T',1,1;34;Yellow;'Diamond';3;'Day Light';'Google Street View'
'4.jpg';818;260;17;18;'RP';6;5;'RP',6,5;16;Red;'Red Circle';1;'Day Light';'Google Street View'
'40.jpg';597;487;41;40;'T';1;1;'T',1,1;34;Yellow;'Diamond';3;'Day Light';'Google Street View'
'40.jpg';1244;442;38;38;'T';1;1;'T',1,1;34;Yellow;'Diamond';3;'Day Light';'Google Street View'
'40.jpg';833;458;15;15;'RP';7;110;'RP',7,110;26;Red;'Red Circle';1;'Day Light';'Google Street View'
'40.jpg';1051;448;15;15;'RP';7;110;'RP',7,110;26;Red;'Red Circle';1;'Day Light';'Google Street View'
'41.jpg';624;448;36;38;'RP';7;110;'RP',7,110;26;Red;'Red Circle';1;'Day Light';'Google Street View'
'41.jpg';1183;425;34;34;'RP';7;110;'RP',7,110;26;Red;'Red Circle';1;'Day Light';'Google Street View'
'42.jpg';449;419;50;58;'RP';7;110;'RP',7,110;26;Red;'Red Circle';1;'Day Light';'Google Street View'
'42.jpg';1291;388;44;51;'RP';7;110;'RP',7,110;26;Red;'Red Circle';1;'Day Light';'Google Street View'
'43.jpg';666;420;23;21;'WD';16;1;'WD',16,1;46;Yellow;'Diamond';3;'Day Light';'Google Street View'
'44.jpg';482;414;44;39;'WD';16;1;'WD',16,1;46;Yellow;'Diamond';3;'Day Light';'Google Street View'
'45.jpg';482;370;58;56;'WD';6;1;'WD',6,1;36;Yellow;'Diamond';3;'Day Light';'Google Street View'
'46.jpg';699;400;32;28;'WD';6;1;'WD',6,1;36;Yellow;'Diamond';3;'Day Light';'Google Street View'
'47.jpg';564;388;44;42;'WD';30;1;'WD',30,1;59;Yellow;'Diamond';3;'Day Light';'Google Street View'
'48.jpg';699;440;22;20;'WD';30;1;'WD',30,1;59;Yellow;'Diamond';3;'Day Light';'Google Street View'
'49.jpg';611;411;24;21;'WD';6;1;'WD',6,1;36;Yellow;'Diamond';3;'Day Light';'Google Street View'
'5.jpg';580;436;19;16;'T';1;1;'T',1,1;34;Yellow;'Diamond';3;'Day Light';'Google Street View'
'5.jpg';882;415;13;14;'T';1;1;'T',1,1;34;Yellow;'Diamond';3;'Day Light';'Google Street View'
'50.jpg';495;415;49;37;'WD';6;1;'WD',6,1;36;Yellow;'Diamond';3;'Day Light';'Google Street View'
'51.jpg';683;450;14;14;'RP';7;110;'RP',7,110;26;Red;'Red Circle';1;'Day Light';'Google Street View'
'51.jpg';895;444;13;13;'RP';7;110;'RP',7,110;26;Red;'Red Circle';1;'Day Light';'Google Street View'
'52.jpg';591;432;26;23;'RP';7;110;'RP',7,110;26;Red;'Red Circle';1;'Day Light';'Google Street View'
'52.jpg';968;421;22;23;'RP';7;110;'RP',7,110;26;Red;'Red Circle';1;'Day Light';'Google Street View'
'53.jpg';434;435;45;42;'RP';7;110;'RP',7,110;26;Red;'Red Circle';1;'Day Light';'Google Street View'
'53.jpg';1076;419;32;34;'RP';7;110;'RP',7,110;26;Red;'Red Circle';1;'Day Light';'Google Street View'
'54.jpg';901;302;32;32;'RP';6;5;'RP',6,5;16;Red;'Red Circle';1;'Day Light';'Google Street View'
'55.jpg';705;443;20;20;'RP';7;60;'RP',7,60;22;Red;'Red Circle';1;'Day Light';'Google Street View'
'56.jpg';989;338;20;20;'WD';35;1;'WD',35,1;61;Yellow;'Diamond';3;'Day Light';'Google Street View'
'57.jpg';636;391;51;48;'WD';35;1;'WD',35,1;61;Yellow;'Diamond';3;'Day Light';'Google Street View'
'58.jpg';841;435;20;20;'WD';35;1;'WD',35,1;61;Yellow;'Diamond';3;'Day Light';'Google Street View'
'59.jpg';605;466;38;38;'WD';35;1;'WD',35,1;61;Yellow;'Diamond';3;'Day Light';'Google Street View'
'6.jpg';437;304;39;37;'RP';7;110;'RP',7,110;26;Red;'Red Circle';1;'Day Light';'Google Street View'
'6.jpg';915;296;24;25;'RP';7;110;'RP',7,110;26;Red;'Red Circle';1;'Day Light';'Google Street View'
'60.jpg';529;405;41;38;'WD';16;1;'WD',16,1;46;Yellow;'Diamond';3;'Day Light';'Google Street View'
'61.jpg';715;461;16;15;'WD';16;1;'WD',16,1;46;Yellow;'Diamond';3;'Day Light';'Google Street View'
'62.jpg';782;464;26;26;'WD';35;1;'WD',35,1;61;Yellow;'Diamond';3;'Day Light';'Google Street View'
'63.jpg';650;416;58;57;'WD';35;1;'WD',35,1;61;Yellow;'Diamond';3;'Day Light';'Google Street View'
'64.jpg';985;530;15;14;'RP';7;60;'RP',7,60;22;Red;'Red Circle';1;'Day Light';'Google Street View'
'65.jpg';1236;524;22;22;'RP';7;60;'RP',7,60;22;Red;'Red Circle';1;'Day Light';'Google Street View'
'66.jpg';1767;468;87;75;'RP';7;60;'RP',7,60;22;Red;'Red Circle';1;'Day Light';'Google Street View'
'67.jpg';514;469;67;51;'WD';13;1;'WD',13,1;41;Yellow;'Diamond';3;'Day Light';'Google Street View'
'68.jpg';698;526;28;24;'WD';13;1;'WD',13,1;41;Yellow;'Diamond';3;'Day Light';'Google Street View'
'69.jpg';758;442;19;19;'RP';7;30;'RP',7,30;19;Red;'Red Circle';1;'Day Light';'Google Street View'
'70.jpg';549;437;33;32;'RP';7;30;'RP',7,30;19;Red;'Red Circle';1;'Day Light';'Google Street View'
'71.jpg';184;476;84;71;'RP';1;1;'RP',1,1;6;Red;'Octagon';10;'Day Light';'Google Street View'
'72.jpg';515;493;42;48;'WD';37;1;'WD',37,1;63;Yellow;'Diamond';3;'Day Light';'Google Street View'
'72.jpg';1291;503;61;66;'WD';38;1;'WD',38,1;64;Yellow;'Diamond';3;'Day Light';'Google Street View'
'73.jpg';999;412;32;34;'WD';23;1;'WD',23,1;49;Yellow;'Diamond';3;'Day Light';'Google Street View'
'73.jpg';998;450;33;33;'WD';36;1;'WD',36,1;62;Yellow;'Diamond';3;'Day Light';'Google Street View'
'73.jpg';748;442;11;15;'GI';9;1;'GI',9,1;1;Blue;'Rectangle';4;'Day Light';'Google Street View'
'73.jpg';819;436;9;8;'WD';22;1;'WD',22,1;48;Yellow;'Diamond';3;'Day Light';'Google Street View'
'74.jpg';542;528;33;32;'WD';22;1;'WD',22,1;48;Yellow;'Diamond';3;'Day Light';'Google Street View'
'75.jpg';1000;453;27;41;'GI';9;1;'GI',9,1;1;Blue;'Rectangle';4;'Day Light';'Google Street View'
'75.jpg';943;499;21;21;'WD';36;1;'WD',36,1;62;Yellow;'Diamond';3;'Day Light';'Google Street View'
'75.jpg';945;481;17;17;'RP';6;3;'RP',6,3;14;Red;'Red Circle';1;'Day Light';'Google Street View'
'76.jpg';1387;280;110;184;'GI';9;1;'GI',9,1;1;Blue;'Rectangle';4;'Day Light';'Google Street View'
'76.jpg';995;415;31;30;'RP';6;3;'RP',6,3;14;Red;'Red Circle';1;'Day Light';'Google Street View'
'76.jpg';991;446;39;37;'WD';36;1;'WD',36,1;62;Yellow;'Diamond';3;'Day Light';'Google Street View'
'77.jpg';950;441;19;19;'WD';28;2;'WD',28,2;57;Yellow;'Diamond';3;'Day Light';'Google Street View'
'78.jpg';882;483;29;27;'WD';28;2;'WD',28,2;57;Yellow;'Diamond';3;'Day Light';'Google Street View'
'79.jpg';847;494;37;36;'WD';28;2;'WD',28,2;57;Yellow;'Diamond';3;'Day Light';'Google Street View'
'8.jpg';979;516;13;13;'WD';16;1;'WD',16,1;46;Yellow;'Diamond';3;'Day Light';'Google Street View'
'80.jpg';664;511;25;25;'RP';7;80;'RP',7,80;24;Red;'Red Circle';1;'Day Light';'Google Street View'
'81.jpg';1295;483;41;42;'RP';7;80;'RP',7,80;24;Red;'Red Circle';1;'Day Light';'Google Street View'
'82.jpg';975;343;32;31;'RP';6;5;'RP',6,5;16;Red;'Red Circle';1;'Day Light';'Google Street View'
'83.jpg';721;534;25;26;'RP';7;80;'RP',7,80;24;Red;'Red Circle';1;'Day Light';'Google Street View'
'83.jpg';1257;518;29;26;'RP';7;80;'RP',7,80;24;Red;'Red Circle';1;'Day Light';'Google Street View'
'84.jpg';1109;544;17;16;'RP';7;80;'RP',7,80;24;Red;'Red Circle';1;'Day Light';'Google Street View'
'85.jpg';1332;466;37;38;'RP';7;80;'RP',7,80;24;Red;'Red Circle';1;'Day Light';'Google Street View'
'86.jpg';747;530;25;24;'WD';28;2;'WD',28,2;57;Yellow;'Diamond';3;'Day Light';'Google Street View'
'87.jpg';650;519;36;34;'WD';28;2;'WD',28,2;57;Yellow;'Diamond';3;'Day Light';'Google Street View'
'88.jpg';479;592;26;21;'WD';36;1;'WD',36,1;62;Yellow;'Diamond';3;'Day Light';'Google Street View'
'88.jpg';517;572;18;15;'WD';36;1;'WD',36,1;62;Yellow;'Diamond';3;'Day Light';'Google Street View'
'88.jpg';518;552;19;17;'WD';23;1;'WD',23,1;49;Yellow;'Diamond';3;'Day Light';'Google Street View'
'88.jpg';601;534;15;12;'WD';5;1;'WD',5,1;35;Yellow;'Diamond';3;'Day Light';'Google Street View'
'88.jpg';425;544;15;12;'WD';16;1;'WD',16,1;46;Yellow;'Diamond';3;'Day Light';'Google Street View'
'89.jpg';148;572;32;22;'WD';16;1;'WD',16,1;46;Yellow;'Diamond';3;'Day Light';'Google Street View'
'89.jpg';524;555;24;20;'WD';5;1;'WD',5,1;35;Yellow;'Diamond';3;'Day Light';'Google Street View'
'89.jpg';791;567;16;15;'RP';7;80;'RP',7,80;24;Red;'Red Circle';1;'Day Light';'Google Street View'
'9.jpg';495;380;46;41;'WD';6;1;'WD',6,1;36;Yellow;'Diamond';3;'Day Light';'Google Street View'
'90.jpg';1571;447;74;90;'RP';7;80;'RP',7,80;24;Red;'Red Circle';1;'Day Light';'Google Street View'
'90.jpg';657;479;39;36;'WD';5;1;'WD',5,1;35;Yellow;'Diamond';3;'Day Light';'Google Street View'
'91.jpg';257;382;118;101;'WD';5;1;'WD',5,1;35;Yellow;'Diamond';3;'Day Light';'Google Street View'
'91.jpg';459;492;17;15;'WD';22;1;'WD',22,1;48;Yellow;'Diamond';3;'Day Light';'Google Street View'
'92.jpg';584;429;24;24;'RP';11;1;'RP',6,5;16;Red;'Red Circle';1;'Day Light';'Google Street View'
